vintage,age,dependents,city,customer_nw_category,branch_code,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,days_since_last_transaction,gender_Male,occupation_retired,occupation_salaried,occupation_self_employed,occupation_student
2349,55,0.0,914.0,3,2409,6628.62,6517.19,6343.77,5206.86,0.37,0.37,24.65,0.37,6511.36,6398.98,1590,False,False,False,True,False
1482,46,0.0,61.0,2,476,10138.81,10224.52,10198.91,10201.72,0.19,0.19,85.9,0.19,10147.68,10224.52,1685,True,False,False,True,False
1714,44,3.0,1439.0,1,74,9787.23,26.87,2371.24,2794.43,1430.52,0.63,1182.76,1812.06,5250.23,540.48,1513,True,False,False,True,False
2369,45,0.0,1020.0,1,79,1325.04,2735.08,2226.94,4865.56,2973.52,8861.34,4597.84,8019.94,1512.6,1989.76,1512,False,False,False,True,False
2253,71,0.0,179.0,2,641,12070.59,12184.87,8118.32,2119.99,0.6,11429.17,0.6,1536.31,12153.34,10002.61,1559,False,False,False,True,False
2344,72,0.0,1523.0,2,465,2002.66,1901.77,1923.97,2022.17,112.79,0.69,0.69,0.69,1962.62,1901.77,1517,True,False,True,False,False
1822,61,0.0,575.0,2,3906,1961.7,8976.76,4316.07,5711.6,1432.9,4699.6,7802.24,143.26,2587.01,5805.7,1519,True,False,True,False,False
2413,33,0.0,1020.0,3,2,5299.41,5245.71,5254.09,5201.99,143.37,0.51,28.96,54.72,5256.39,5252.72,1520,True,False,False,True,False
2265,16,0.0,531.0,3,1660,3714.94,3385.17,2165.63,286.67,0.64,3096.69,0.64,0.64,3521.62,2686.14,1553,False,False,False,False,True
1830,60,0.0,224.0,2,137,5908.24,6559.27,7674.35,6005.73,0.39,22298.1,0.39,21428.96,6080.27,10918.08,1542,True,False,False,True,False
1954,54,0.0,635.0,3,773,1912.32,2626.61,2491.01,3552.18,0.63,2857.77,714.91,2857.77,2035.48,2810.94,1542,True,False,False,True,False
2171,38,0.0,202.0,3,2295,1649.95,1649.95,1650.09,1644.22,0.5,0.5,0.5,0.5,1649.95,1650.12,1747,True,False,False,True,False
1928,65,0.0,15.0,3,2481,1911.66,1919.84,1777.52,557.9,0.59,286.93,0.59,0.59,1918.71,1810.72,1548,True,True,False,False,False
2312,42,1.0,1096.0,3,158,2222.64,2246.47,2349.12,1428.93,0.11,485.83,0.11,571.54,2223.47,2463.37,1540,True,False,False,True,False
1144,48,0.0,1020.0,2,288,5890.58,8027.81,6097.14,1106.68,1620.57,2314.86,3757.8,1473.0,7101.32,6910.71,1511,True,False,False,True,False
2193,32,0.0,1020.0,2,85,6322.86,5747.33,4726.86,4273.61,2031.14,1756.56,1347.91,1360.91,4859.46,4829.7,1507,False,False,True,False,False
2317,33,0.0,1020.0,3,239,3776.06,4066.19,4416.69,4882.68,0.13,0.13,167.41,340.52,4006.08,4416.16,1660,False,False,True,False,False
2383,37,0.0,1084.0,2,258,2299.27,2299.27,2299.27,2284.71,0.57,0.57,0.57,0.57,2299.27,2299.27,1827,False,False,False,True,False
2025,34,0.0,834.0,3,334,9333.38,18745.09,8172.39,4508.12,0.7,0.7,14286.41,0.7,5131.66,12414.31,1819,True,False,True,False,False
1428,35,0.0,1525.0,2,15,2147.73,1290.59,1632.19,676.35,1143.54,2714.97,143.54,3604.26,1940.84,1440.7,1525,False,False,False,True,False
2332,35,0.0,1598.0,2,2028,4551.02,979.59,1431.15,976.98,3571.44,0.01,0.01,0.01,2334.27,979.59,1518,False,False,False,True,False
2385,57,0.0,61.0,3,1313,1388.32,1459.74,1464.46,1666.56,0.69,0.69,0.69,0.69,1393.24,1464.35,1839,True,False,False,True,False
1577,39,0.0,1494.0,2,955,5646.46,5646.46,5646.46,5279.16,0.49,0.49,0.49,0.49,5646.46,5646.46,1807,True,False,False,True,False
2356,37,0.0,1511.0,3,1638,277.69,2353.04,1503.24,524.79,0.11,4614.4,2371.54,2407.26,590.38,1522.9,1553,True,False,False,True,False
2119,42,0.0,824.0,2,2365,3315.39,2870.0,3420.5,4797.16,4664.57,4586.0,4630.86,1997.43,3660.32,3356.44,1510,True,False,False,True,False
2171,68,0.0,1096.0,3,363,2440.77,7490.72,6133.34,4155.44,0.6,0.6,2329.74,1540.03,6321.83,6741.14,1593,True,False,False,True,False
2347,84,0.0,1020.0,2,84,3039.75,3361.18,3275.47,3583.41,0.21,400.83,321.64,143.07,3159.21,3314.76,1553,False,True,False,False,False
2304,60,0.0,1096.0,2,129,1656.9,1411.87,1505.27,1394.96,295.16,0.27,29.76,0.27,1562.99,1409.23,1523,False,False,True,False,False
2375,61,0.0,1633.0,3,2095,11441.09,10795.2,11529.45,11413.91,3193.27,653.27,2961.2,2265.57,10862.51,11894.67,1507,True,False,False,True,False
2321,51,2.0,1154.0,2,171,6019.04,7100.82,6866.24,7067.08,0.36,0.36,1082.14,0.36,6397.07,7100.82,1764,True,False,False,True,False
1909,68,0.0,334.0,2,500,1351.21,1179.78,1473.2,2245.0,171.47,171.47,0.04,521.47,1345.29,1381.39,1534,False,False,False,True,False
1963,27,0.0,15.0,3,299,2729.66,3322.28,3722.13,4840.26,1.47,0.04,594.09,757.86,3141.4,3420.07,1507,True,False,True,False,False
2429,62,2.0,1232.0,3,3038,2202.54,3403.47,2767.22,3053.09,321.94,1714.5,2660.37,2240.93,3292.79,2918.1,1521,True,False,False,True,False
2241,41,0.0,1329.0,3,2836,445.61,445.61,2919.21,2342.81,0.19,857.33,0.19,0.19,445.61,4324.12,1547,False,False,False,True,False
1954,25,0.0,1096.0,2,27,2193.32,1798.29,1613.62,468.5,358.64,12.63,194.81,340.02,1970.7,1551.34,1514,False,False,True,False,False
2251,61,0.0,1084.0,2,1575,1756.29,2398.72,1786.27,779.15,0.53,0.53,714.81,66.17,2093.4,1701.05,1597,True,False,True,False,False
2378,47,2.0,664.0,1,2902,5853.31,6069.34,6917.7,18366.98,0.3,0.3,202.04,630.66,5929.38,6559.94,1650,False,False,True,False,False
2168,38,1.0,1096.0,2,27,2892.27,535.13,2333.76,1687.34,0.54,0.54,4286.26,1429.11,3271.58,592.73,1656,True,False,True,False,False
2258,62,0.0,834.0,2,2666,869.35,184.34,1514.2,382.56,3572.01,334.65,2564.16,113.43,1461.2,2196.53,1535,True,False,False,True,False
2287,40,0.0,621.0,2,382,4970.66,1556.51,2857.33,1929.4,251.39,680.5,83.18,3309.27,4966.98,2346.7,1527,True,False,True,False,False
2310,71,0.0,1096.0,3,1662,1390.27,8190.27,6633.41,6757.59,343.27,343.27,7143.27,0.41,4168.6,8068.61,1520,False,False,False,True,False
1492,30,0.0,1111.0,2,278,3018.0,10046.54,4995.88,3494.69,0.39,39398.35,0.39,714.67,5668.23,5625.28,1547,False,False,True,False,False
2194,34,0.0,107.0,3,1806,5740.46,26.17,1799.57,26.77,5714.6,0.31,0.31,0.31,5346.37,26.17,1533,False,False,False,True,False
2359,59,0.0,1040.0,3,252,257.16,257.16,2161.9,5892.23,0.67,0.67,0.67,5714.96,257.16,257.16,1680,True,False,True,False,False
2281,68,0.0,623.0,3,45,1803.57,1803.57,1848.27,1877.24,0.14,0.14,0.14,83.29,1803.57,1854.53,1790,False,False,False,True,False
2333,36,2.0,1271.0,2,661,3058.74,4127.07,2053.24,2591.85,0.37,5017.0,1071.8,3348.94,3504.23,1088.15,1540,True,False,False,True,False
2228,68,0.0,1020.0,1,543,4961.25,2515.33,2447.34,1794.71,471.97,3021.6,1964.11,2064.83,2769.14,2924.13,1532,True,False,True,False,False
2439,59,0.0,1637.0,2,965,801.6,2140.97,1946.71,1618.31,913.6,94.71,0.33,0.33,1702.54,2050.56,1521,True,False,False,True,False
1752,39,0.0,834.0,2,14,10283.2,14646.39,13771.11,15049.69,0.14,0.14,1195.73,403.01,12182.44,14718.66,1702,False,False,False,True,False
2408,68,0.0,751.0,2,138,2255.46,3389.76,8985.77,9338.62,4090.73,0.26,1140.26,14926.56,2883.17,12350.02,1507,True,False,False,True,False
1854,47,3.0,51.0,2,131,1347.65,1684.72,1710.07,4085.19,4.59,3559.59,791.86,7824.45,1054.72,1833.66,1533,False,False,True,False,False
2242,56,0.0,904.0,2,78,30301.47,29237.59,29314.25,27379.26,6079.19,0.61,1786.33,286.33,28799.87,29417.02,1525,False,False,False,True,False
2376,56,3.0,628.0,3,1999,4258.03,4260.8,3266.02,3085.29,5000.4,4286.11,5217.46,2303.17,2603.17,3228.55,1513,True,False,True,False,False
2218,55,0.0,904.0,2,412,1947.49,1954.63,2559.37,4614.59,290.26,0.26,304.54,1673.54,1951.23,2218.35,1507,True,False,True,False,False
2055,63,0.0,1351.0,2,1431,10028.5,10028.5,10655.23,614.01,0.54,0.54,0.54,714.83,10028.5,10281.95,1598,True,False,False,True,False
2167,38,2.0,409.0,3,391,8265.94,7623.08,7042.88,5025.41,0.31,0.31,0.31,3008.27,8044.26,7453.34,1785,True,False,False,True,False
1969,33,0.0,649.0,2,2838,1714.36,1428.64,1569.97,1630.65,357.21,628.64,71.5,7857.21,1584.12,1514.45,1512,True,False,False,True,False
2096,72,0.0,1020.0,1,424,6398.35,5917.48,5974.68,5143.18,438.26,0.24,0.24,0.24,6144.62,5903.91,1519,False,False,False,True,False
2098,51,2.0,623.0,1,1041,3570.98,3567.07,3566.85,3560.88,0.15,0.14,0.14,0.14,3570.84,3567.07,1535,True,False,False,True,False
2296,44,0.0,575.0,2,1002,2647.6,2852.44,2206.51,1519.09,286.37,286.37,205.31,2.37,2775.95,2289.69,1519,True,False,False,True,False
2051,44,0.0,38.0,3,2546,1930.76,1522.48,1606.07,1113.73,0.7,19.27,0.7,786.1,1804.05,1657.52,1562,True,False,False,True,False
1770,34,0.0,318.0,2,35,12043.85,10872.42,10405.55,9695.5,1457.53,1415.74,0.39,0.39,10948.28,10516.38,1513,False,False,True,False,False
2209,46,1.0,1020.0,2,1,938.03,5238.54,2963.49,3391.84,0.59,4002.89,588.75,1943.35,1847.06,2722.8,1537,True,False,True,False,False
1809,64,0.0,488.0,2,2163,6198.29,6195.75,4804.65,3180.45,0.17,2857.31,0.17,14.04,6197.94,4911.25,1554,True,False,False,True,False
2205,40,0.0,822.0,2,717,2858.7,2548.76,2225.69,2024.22,8814.41,151.17,3508.28,1275.56,1861.95,2516.94,1516,True,False,False,True,False
2416,42,0.0,762.0,2,1434,18074.49,18074.49,18073.66,19670.76,0.49,0.49,0.49,0.49,18074.49,18074.49,1783,True,False,False,True,False
1430,42,0.0,1305.0,3,2650,6675.25,6675.25,6675.25,6954.66,0.59,0.59,0.59,0.59,6675.25,6675.25,1817,False,False,False,True,False
2222,50,0.0,1232.0,1,437,6703.1,14299.47,13700.13,21596.48,0.13,0.13,7596.5,288.34,10704.11,14550.5,1652,True,False,True,False,False
1627,28,2.0,146.0,2,2011,517.03,19465.34,14476.69,23805.89,7886.0,3501.51,26694.54,2145.83,5427.75,20025.83,1512,True,False,False,True,False
1752,63,0.0,15.0,1,6,3331.67,8470.34,12572.46,22897.84,29577.04,31057.63,33801.23,37471.2,13694.63,9808.37,1507,True,False,False,True,False
2257,78,0.0,1020.0,1,47,4129.77,5834.9,25569.39,18758.63,1106.06,512924.02,2357.17,557242.89,5362.95,20473.77,1514,False,False,False,True,False
2175,68,0.0,1337.0,2,449,3718.18,3361.04,3253.53,2075.96,357.33,484.47,0.19,0.19,3619.66,3287.21,1527,True,False,False,True,False
2419,47,0.0,1096.0,2,132,7678.1,7678.1,7678.1,7630.79,0.1,0.1,0.1,0.1,7678.1,7678.1,1815,True,False,False,True,False
2386,69,0.0,302.0,2,402,1810.34,367.48,2185.37,2848.57,1442.96,285.81,0.1,428.67,1064.03,404.35,1520,True,True,False,False,False
2145,44,1.0,623.0,2,21,285.48,290.39,8500.34,286.39,142857.37,0.23,142857.37,0.23,24920.25,290.39,1512,True,False,False,True,False
2448,50,0.0,1111.0,2,1292,6218.52,6289.95,6309.28,2478.24,0.66,0.66,72.09,85.83,6235.76,6316.96,1610,False,False,True,False,False
1630,27,0.0,1096.0,3,614,6981.19,7038.33,6685.99,5073.54,0.09,0.09,642.94,0.09,7026.51,6704.83,1658,True,False,True,False,False
2195,19,0.0,1020.0,2,212,7488.96,7488.96,8118.0,6174.38,0.53,0.53,0.53,1200.53,7488.96,8224.45,1569,False,False,False,False,True
2272,46,0.0,104.0,3,2153,587.72,1654.78,2000.3,2281.18,0.07,0.07,1785.79,1214.36,1351.26,2064.18,1745,True,False,False,True,False
1873,61,2.0,1517.0,2,2894,6517.16,7449.82,6657.03,3261.97,0.2,0.2,939.44,1156.62,6990.05,7867.37,1595,True,False,False,True,False
2154,34,0.0,1020.0,3,84,2755.69,4821.86,2909.77,3007.5,1731.7,8197.47,4196.81,5997.14,2099.0,5191.22,1507,False,False,True,False,False
2105,41,0.0,905.0,2,1388,8358.47,7715.61,7819.06,7666.74,643.24,0.39,0.39,0.39,8025.96,7715.61,1520,False,False,False,True,False
2357,41,0.0,1224.0,3,806,8422.95,8420.08,8420.71,8371.18,0.69,0.69,0.69,0.69,8421.96,8420.08,1712,True,False,True,False,False
2363,64,0.0,617.0,2,229,15073.52,15073.52,15073.52,14977.51,0.46,0.46,0.46,0.46,15073.52,15073.52,1805,False,False,False,True,False
2246,68,0.0,624.0,2,736,3085.29,14583.61,6953.23,10436.07,4784.34,14719.54,16282.66,2651.23,8235.37,6656.73,1519,True,True,False,False,False
2257,46,0.0,834.0,2,1925,10246.38,10246.38,10246.38,10184.7,0.17,0.17,0.17,0.17,10246.38,10246.38,1712,False,False,False,True,False
1112,61,2.0,905.0,3,1336,8372.58,3724.03,3818.2,8481.69,4797.4,714.49,148.84,148.84,4603.79,3679.86,1513,False,False,False,True,False
2038,30,4.0,1236.0,2,1651,2234.3,2162.87,2197.62,2377.71,71.66,0.23,0.23,0.23,2182.58,2162.87,1514,True,False,False,True,False
2194,44,0.0,146.0,3,41,18189.66,1227.64,6103.13,699.06,17734.27,721.57,915.11,705.69,16402.76,968.98,1530,False,False,False,True,False
2204,53,0.0,1020.0,2,114,1342.55,2183.54,1842.01,1621.03,158.51,1732.0,752.37,38.09,1761.05,2181.73,1520,False,False,False,True,False
2251,31,0.0,623.0,1,696,14575.79,14575.79,14853.06,8301.23,0.01,0.01,0.01,357.16,14575.79,14626.49,1618,True,False,True,False,False
1680,58,2.0,61.0,3,476,5060.16,5269.86,7287.25,10718.72,0.09,13013.17,209.79,13209.79,5089.09,5455.64,1549,True,False,False,True,False
2037,59,0.0,848.0,2,1846,6172.59,6958.31,7485.06,4392.49,0.3,0.3,928.87,1786.01,6362.25,7427.27,1623,True,False,True,False,False
2246,40,0.0,649.0,2,1377,14058.11,12963.82,13228.82,11420.96,823.31,0.46,0.46,542.17,13593.48,13008.83,1514,False,False,False,True,False
2230,28,1.0,658.0,3,735,36538.15,1228.58,4951.04,1219.07,35714.91,0.63,407.56,407.56,13204.95,1290.64,1518,True,False,False,True,False
2145,49,0.0,1020.0,2,288,1974.38,1995.81,1998.11,2052.73,0.5,0.5,0.5,0.5,1977.33,1998.57,1577,True,False,True,False,False
2344,60,0.0,1494.0,2,896,2382.25,1739.39,2216.39,2183.27,642.97,2142.97,0.11,3571.54,2212.3,2182.25,1520,False,False,False,True,False
2246,63,0.0,630.0,2,1771,11636.85,11239.9,9482.92,7835.2,242.66,281.03,1594.4,2291.33,10875.19,11022.47,1527,False,False,False,True,False
2304,53,2.0,102.0,3,2843,2230.75,415.04,4214.68,2516.52,2500.19,0.19,684.47,9184.47,913.17,5612.0,1514,True,False,False,True,False
1915,69,0.0,1020.0,2,5,3380.78,3380.78,3380.78,3219.43,0.51,0.51,0.51,0.51,3380.78,3380.78,1612,False,False,False,True,False
2108,7,0.0,1154.0,3,171,1600.74,1886.45,1650.26,1072.2,0.13,428.7,0.13,285.84,1689.41,1711.34,1553,False,False,False,False,True
2370,39,0.0,1020.0,3,414,1359.15,93.53,1627.49,1085.1,10431.54,5107.89,11923.07,5929.2,2230.04,868.69,1523,False,False,False,True,False
2041,55,0.0,1232.0,3,39,1455.73,1259.12,1564.35,6806.11,5714.3,3571.44,6945.44,2497.86,1369.86,1499.24,1516,True,False,False,True,False
1852,42,0.0,800.0,2,342,209.99,118.08,1648.22,120.71,15112.37,0.5,15020.46,2.43,4706.33,118.33,1507,False,False,False,True,False
1991,43,2.0,1096.0,1,89,1618.06,2206.64,2550.7,1875.42,988.81,988.81,498.61,833.81,2638.21,2788.95,1531,True,False,False,True,False
2023,68,1.0,1262.0,2,4124,2420.86,3210.72,3354.76,4032.04,0.07,0.07,357.21,566.37,2654.73,3448.2,1629,True,True,False,False,False
1407,42,0.0,1020.0,3,212,3643.08,3643.08,3643.08,3621.57,0.2,0.2,0.2,0.2,3643.08,3643.08,1773,True,False,False,True,False
2353,61,0.0,1096.0,2,134,8663.92,9754.81,9494.24,9567.68,0.6,0.6,1072.03,0.6,8937.73,9767.81,1594,False,False,False,True,False
2122,35,2.0,1494.0,2,209,2181.89,2181.89,2181.89,2156.6,0.51,0.51,0.51,0.51,2181.89,2181.89,1808,True,False,False,True,False
1395,70,0.0,617.0,2,1432,2230.65,2163.57,2211.4,2825.63,0.67,264.96,286.39,607.81,2180.71,2233.36,1546,True,False,False,True,False
1851,90,0.0,1020.0,1,227,10027.69,10407.96,9509.72,13967.04,886.73,443.62,2143.36,2419.57,9816.48,8973.92,1533,False,False,False,True,False
2411,32,0.0,1042.0,2,1853,2040.0,2054.1,2125.69,4171.9,0.16,0.89,11.47,25.6,2049.32,2079.05,1551,False,False,True,False,False
2025,55,1.0,1020.0,2,84,9118.7,9043.78,8939.2,5688.33,29.09,52.09,82.74,35.58,9028.58,8931.56,1527,False,False,True,False,False
2294,55,0.0,385.0,3,2300,3149.56,3476.7,3629.92,3944.73,0.57,0.16,1042.06,500.16,3468.19,3713.22,1518,True,False,False,True,False
2231,37,0.0,519.0,2,2585,510.82,1106.22,1519.58,5058.69,1714.94,146.09,0.66,0.66,2046.3,1120.97,1534,False,False,False,True,False
2180,31,0.0,15.0,2,6,8399.93,35986.1,8246.63,6706.96,24975.6,56248.58,20071.63,38600.2,5458.89,12250.35,1507,True,False,False,True,False
2036,36,2.0,1020.0,2,84,1638.5,3506.87,3230.52,4118.7,0.11,0.11,2148.48,1066.96,2145.34,3344.02,1796,True,False,False,True,False
2208,70,4.0,452.0,2,637,7036.17,7080.35,7092.08,7272.62,0.1,0.1,0.1,0.1,7029.87,7094.57,1582,True,False,False,True,False
2287,64,0.0,1638.0,3,2151,2368.95,2368.95,2035.0,1308.05,0.41,1037.56,0.41,71.84,2368.95,2225.81,1560,True,True,False,False,False
1995,47,0.0,336.0,2,1491,1319.26,3297.83,4110.03,9694.04,0.07,0.07,2121.5,2299.3,1940.45,3812.83,1675,True,False,False,True,False
2140,46,0.0,334.0,1,10,5596.19,9173.29,4459.21,9051.92,0.7,10000.7,3577.8,5714.99,7518.16,3044.26,1540,True,False,False,True,False
2070,21,0.0,334.0,1,4,1838.17,1838.17,2270.99,2212.89,0.11,1814.4,0.11,0.11,1838.17,2205.03,1560,False,False,False,False,True
1822,49,0.0,409.0,3,905,1865.14,1399.97,1452.34,2748.64,286.01,0.3,0.3,0.3,1495.57,1283.09,1521,True,False,False,True,False
2205,30,0.0,1494.0,2,251,10341.74,17127.46,16410.44,13060.34,2857.29,11071.57,9643.0,9190.83,15538.79,19564.25,1510,False,False,False,True,False
2042,58,1.0,1096.0,1,134,612.3,951.58,1493.39,4275.03,0.1,0.1,0.1,0.1,717.6,1082.91,1686,False,False,False,True,False
1941,43,0.0,1570.0,3,1273,785.55,1516.68,2006.48,5474.21,0.5,0.5,714.79,286.21,1364.1,1796.46,1610,True,False,True,False,False
1464,42,3.0,665.0,2,903,4800.64,4615.75,4460.85,4137.93,1902.07,1449.64,1717.19,1368.81,4618.79,4474.32,1518,True,False,False,True,False
1969,35,0.0,834.0,2,693,4746.33,5460.61,3830.86,3219.04,0.7,2704.09,714.99,68.36,5435.98,3208.71,1540,False,False,True,False,False
1923,57,0.0,557.0,1,284,9468.99,9120.0,9196.87,11207.4,571.53,285.81,0.1,0.1,9242.31,9075.27,1518,True,False,False,True,False
2259,65,0.0,74.0,3,1514,6849.85,6849.64,6792.84,7194.67,0.16,0.16,0.16,0.16,6849.78,6772.54,1580,False,False,False,True,False
2405,34,0.0,427.0,2,244,3591.56,4259.1,3506.28,1938.29,0.1,2512.3,666.82,172.41,3689.6,3845.95,1560,True,False,True,False,False
1936,40,0.0,656.0,3,1383,2441.31,2312.74,2352.04,1752.04,0.54,0.54,286.26,214.83,2553.62,2411.05,1740,False,False,False,True,False
2282,30,0.0,1096.0,2,1659,66.8,66.8,3659.95,707.8,10072.1,14286.39,9000.67,14363.53,687.49,8832.51,1518,True,False,True,False,False
2103,40,0.0,1576.0,2,908,3650.99,3008.13,3082.03,2333.55,643.26,0.4,0.4,0.4,3229.81,3008.13,1516,True,False,False,True,False
2354,34,0.0,363.0,2,1068,2180.03,2965.75,2655.92,1494.29,2786.17,643.31,3571.89,217.53,3337.67,2862.07,1524,False,False,False,True,False
2356,61,0.0,649.0,2,1377,14376.11,13876.11,14031.28,13786.49,500.51,0.51,0.51,0.51,14341.62,13876.11,1533,False,False,False,True,False
2352,57,0.0,1477.0,2,2418,5792.24,7329.39,5855.14,2907.67,1263.06,1670.91,2800.2,0.2,6346.36,6657.59,1507,True,False,False,True,False
1932,59,0.0,270.0,3,1209,9932.33,10619.47,11197.43,13153.29,0.27,0.27,571.7,1171.7,10335.38,11286.7,1590,True,False,True,False,False
1894,44,0.0,538.0,2,760,4205.3,3865.38,4018.96,4127.18,516.99,283.23,179.96,251.39,4202.51,3886.12,1535,True,False,False,True,False
1914,38,0.0,1269.0,2,421,5087.55,5087.55,4619.04,3492.16,0.5,714.79,0.5,0.5,5087.55,4811.05,1554,True,False,True,False,False
2288,50,3.0,1540.0,3,347,5251.87,3515.17,3569.89,3289.28,1874.56,0.24,137.86,137.86,3496.02,3541.81,1507,True,False,True,False,False
2430,64,0.0,1150.0,3,673,3449.38,685.05,1571.29,1701.3,4821.81,643.24,2014.67,457.53,3182.12,424.58,1531,True,True,False,False,False
2329,47,0.0,38.0,2,226,12605.85,13251.12,14251.23,11483.7,2714.99,214.99,3360.26,421.06,15065.4,13261.98,1531,True,False,False,True,False
1869,63,2.0,737.0,3,3019,1995.04,1723.71,3187.87,4961.97,0.54,0.54,493.5,1922.07,2046.04,2462.66,1595,True,False,False,True,False
2100,68,0.0,1096.0,2,92,2.41,3142.37,4669.9,9848.69,1860.37,2460.37,5000.33,0.33,3358.08,1711.03,1527,True,True,False,False,False
2455,69,0.0,745.0,2,1903,2232.28,2229.75,2227.99,1676.57,0.44,7.59,0.44,7.59,2229.84,2228.09,1549,True,False,False,True,False
2347,24,0.0,363.0,3,1849,519.63,4891.42,1729.92,152.82,457.69,9286.26,2542.19,5085.04,2466.03,2448.37,1524,False,False,False,False,True
2104,33,1.0,409.0,3,395,7640.06,7854.98,7928.87,7144.62,0.24,0.24,215.16,0.24,7727.44,7983.8,1640,True,False,False,True,False
2332,35,2.0,1633.0,3,2095,3151.8,10294.66,6465.39,3513.74,0.4,2857.54,7143.26,0.4,3398.11,10015.78,1563,False,False,False,True,False
2227,40,2.0,834.0,2,515,8603.08,2632.23,1551.86,2563.75,7045.79,285.84,2611.24,2518.62,1578.42,1654.26,1507,True,False,True,False,False
2436,54,1.0,834.0,1,40,1165.69,4065.84,10143.01,9062.39,0.43,35714.71,39062.97,48849.41,6804.58,12000.26,1545,False,False,False,True,False
1994,32,0.0,904.0,2,296,2449.78,2453.42,2416.39,2700.45,0.1,0.1,0.1,2.5,2453.29,2421.13,1685,True,False,False,True,False
2233,46,0.0,717.0,3,2250,1967.8,2158.59,2115.34,2182.1,0.29,0.29,68.01,7.63,2009.6,2164.99,1707,True,False,False,True,False
2160,41,0.0,1096.0,2,327,18956.91,19151.9,19014.68,19539.04,956.16,2318.46,1608.29,4776.96,18823.0,18564.67,1507,True,False,True,False,False
1389,43,0.0,318.0,3,35,4447.87,4462.15,4639.6,5961.28,0.26,0.26,0.26,0.26,4456.24,4469.99,1597,False,False,True,False,False
2338,32,1.0,409.0,2,905,1376.08,2012.8,6878.08,3609.18,0.21,0.21,624.93,1832.6,1597.52,2619.28,1570,False,False,False,True,False
2075,70,0.0,1084.0,1,540,31372.96,51424.48,26456.26,8456.82,1029.23,41823.0,21929.23,575.91,30861.88,38243.89,1531,True,False,False,True,False
2359,50,0.0,531.0,1,120,15616.61,16123.75,15176.39,13698.39,0.23,1339.11,700.23,106.26,15856.51,15231.31,1540,False,False,False,True,False
1443,72,0.0,15.0,1,6,7743.86,7736.08,7711.52,7614.44,0.44,45.97,0.44,0.44,7738.77,7705.23,1545,False,False,False,True,False
2030,56,0.0,479.0,2,1275,4202.24,2638.59,2926.16,2621.11,1564.23,0.57,0.57,0.57,3501.29,2638.59,1522,True,False,True,False,False
2169,60,0.0,871.0,2,2316,922.41,1636.7,1505.33,1622.73,0.16,0.16,0.16,0.16,1242.61,1636.7,1745,True,False,True,False,False
2020,28,0.0,1271.0,3,101,3229.31,1922.19,2088.65,1520.72,2164.39,107.24,857.27,142.99,2354.69,1980.95,1518,False,False,False,True,False
1449,52,0.0,334.0,2,17,1041.95,85.19,3740.13,8942.93,2286.09,29.87,1571.8,2857.51,1036.42,1228.22,1521,False,False,False,True,False
2376,31,0.0,1020.0,3,592,8711.67,8720.84,8584.27,4488.68,0.39,266.79,9.56,0.39,8716.73,8574.75,1551,True,False,False,True,False
2288,42,0.0,146.0,2,87,12361.87,13043.99,13240.74,13978.52,0.23,0.23,156.63,589.17,13139.76,13099.44,1644,False,False,False,True,False
1923,51,0.0,1589.0,3,33,8171.83,2289.91,2911.12,917.35,1446.17,1884.2,1487.57,1175.84,6057.69,1743.11,1511,True,False,True,False,False
1885,30,0.0,15.0,2,890,10325.36,12426.07,10075.79,4522.31,16.84,0.41,2117.56,214.7,11814.67,12064.78,1521,False,False,False,True,False
2137,64,0.0,1508.0,3,1930,5849.63,5818.15,6428.67,5745.16,200.24,300.06,56.05,581.36,5881.48,6081.82,1525,False,False,True,False,False
2125,37,0.0,1002.0,2,868,2187.35,2051.72,2009.0,1101.67,135.91,29.3,0.29,0.29,2123.21,2041.43,1518,True,False,False,True,False
1515,38,0.0,905.0,3,1582,2601.64,2601.64,2102.41,1165.64,0.33,714.61,0.33,0.33,2601.64,2348.19,1555,False,False,False,True,False
2004,90,0.0,1111.0,2,88,3958.36,8040.7,5173.29,3209.31,428.83,7324.8,3784.31,4866.38,4874.18,5191.42,1520,True,False,False,True,False
2068,59,0.0,1096.0,3,1223,12473.58,12471.84,12484.05,12400.23,16.39,16.39,0.36,0.36,12486.88,12482.73,1535,True,False,False,True,False
1995,67,0.0,1020.0,3,627,1604.63,1524.34,1850.32,1737.68,0.64,0.64,0.64,855.3,1598.9,2127.75,1570,False,False,False,True,False
1868,34,0.0,575.0,2,1381,2781.59,2495.88,2654.4,2034.99,428.94,0.37,0.37,300.06,2683.07,2751.84,1528,False,False,False,True,False
2000,31,0.0,834.0,2,1130,1873.22,1884.09,1956.16,2190.51,5.14,0.29,16.01,146.61,1877.64,1933.96,1521,False,False,False,True,False
1865,32,0.0,1032.0,2,381,4177.99,4150.99,4154.09,4124.92,27.03,0.03,0.03,0.03,4160.3,4150.99,1516,True,False,False,True,False
2219,33,0.0,334.0,3,1864,7944.92,7368.44,7466.05,7540.55,19.41,43.95,189.68,269.34,6690.03,5859.09,1513,True,False,True,False,False
2189,41,0.0,1416.0,3,872,8762.05,8690.62,8746.69,8707.67,71.44,71.44,0.01,103.56,8762.05,8710.66,1535,False,False,True,False,False
